t,|deltaS|
1888,0.147
1889,0.1777
1890,0.04771
1891,0.357
1892,0.1826
1893,0.1058
1894,0.04706
1895,0.02392
1896,0.1041
1897,0.0666
1898,0.1559
1899,0.1705
1900,0.1001
1901,0.006503
1902,0.2288
1903,0.1912
1904,0.001771
1905,0.02506
1906,0.1017
1907,0.06197
1908,0.1689
1909,0.1226
1910,0.2869
1911,0.1053
1912,0.2764
1913,0.09713
1914,0.3025
1915,0.02786
1916,0.09947
1917,0.1418
1918,0.03273
1919,0.07272
1920,0.2041
1921,0.01946
1922,0.3458
1923,0.2083
1924,0.2142
1925,0.0623
1926,0.1297
1927,0.1446
1928,0.1172
1929,0.00561
1930,0.331
1931,0.1133
1932,0.01545
1933,0.18
1934,0.1908
1935,0.1673
1936,0.05426
1937,0.1027
1938,0.2858
1939,0.1426
1940,0.07238
1941,0.1441
1942,0.1637
1943,0.07399
1944,0.0638
1945,0.27
1946,0.007735
1947,0.07883
1948,0.1733
1949,0.04478
1950,0.3062
1951,0.2232
1952,0.09317
1953,0.0824
1954,0.08095
1955,0.07975
1956,0.0459
1957,0.1411
1958,0.1387
1959,0.025
1960,0.02923
1961,0.152
1962,0.1698
1963,0.2483
1964,0.2109
1965,0.2253
1966,0.3064
1967,0.2953
1968,0.05881
1969,0.1301
1970,0.005089
1971,0.007096
1972,0.1885
1973,0.2452
1974,0.003425
1975,0.0352
1976,0.04619
1977,0.1586
1978,0.04933
1979,0.053
1980,0.146
1981,0.09397
1982,0.0596
1983,0.02515
1984,0.03337
1985,0.31
1986,0.2791
1987,0.005274
1988,0.01974
1989,0.2149
1990,0.2706
1991,0.05227
1992,0.2092
1993,0.1079
1994,0.09589
1995,0.07575
1996,0.2507
1997,0.2937
1998,0.04302
1999,0.416
2000,0.1001
2001,0.04795
2002,0.2783
2003,0.05138
2004,0.0535
2005,0.2406
2006,0.2051
2007,0.1518
2008,0.1227
2009,0.24
2010,0.06805
2011,0.1507
2012,0.002683
2013,0.3538
2014,0.08944
2015,0.1415
2016,0.1504
2017,0.2577
2018,0.1603
2019,0.03711
2020,0.06867
2021,0.07817
2022,0.07337
2023,0.1194
2024,0.02292
2025,0.1118
2026,0.2988
2027,0.2917
2028,0.09697
2029,0.2509
2030,0.00995
2031,0.1392
2032,0.1111
2033,0.2337
2034,0.006528
2035,0.05587
2036,0.03759
2037,0.03785
2038,0.1423
2039,0.09049
2040,0.1029
2041,0.1847
2042,0.02875
2043,0.1691
2044,0.1906
2045,0.06298
2046,0.09878
2047,0.02219
2048,0.2104
2049,0.04315
2050,0.1073
2051,0.2208
2052,0.2864
2053,0.05524
2054,0.08727
2055,0.1783
2056,0.03582
2057,0.001958
2058,0.3005
2059,0.2455
2060,0.1856
2061,0.1112
2062,0.112
2063,0.2961
2064,0.02791
2065,0.0868
2066,0.128
2067,0.2033
2068,0.06185
2069,0.1517
2070,0.191
2071,0.0372
2072,0.08718
2073,0.04188
2074,0.2179
2075,0.02982
2076,0.2806
2077,0.09597
2078,0.09287
2079,0.001437
2080,0.0307
2081,0.04823
2082,0.2407
2083,0.01159
2084,0.06331
2085,0.1277
2086,0.02894
2087,0.06533
2088,0.08993
2089,0.05958
2090,0.2138
2091,0.3653
2092,0.2078
2093,0.1745
2094,0.06753
2095,0.1579
2096,0.02395
2097,0.01294
2098,0.002801
2099,0.2942
2100,0.0205
2101,0.2325
2102,0.1107
2103,0.09801
2104,0.03856
2105,0.0918
2106,0.2682
2107,0.01621
2108,0.2203
2109,0.02962
2110,0.05043
2111,0.00821
2112,0.4794
2113,0.1043
2114,0.0443
2115,0.1794
2116,0.2767
2117,0.191
2118,0.3266
2119,0.2438
2120,0.01524
2121,0.02317
2122,0.1346
2123,0.2327
2124,0.08813
2125,0.0832
2126,0.06301
2127,0.2744
2128,0.1574
2129,0.1722
2130,0.3305
2131,0.01427
2132,0.3602
2133,0.09933
2134,0.1194
2135,0.2279
2136,0.2141
2137,0.07715
2138,0.203
2139,0.2534
2140,0.008377
2141,0.1362
2142,0.1211
2143,0.07793
2144,0.1119
2145,0.1198
2146,0.03321
2147,0.009638
2148,0.3231
2149,0.02361
2150,0.01554
2151,0.1362
2152,0.1211
2153,0.07793
2154,0.1119
2155,0.1198
2156,0.03321
2157,0.009638
2158,0.3231
2159,0.02361
2160,0.01554
2161,0.003981
2162,0.1403
2163,0.04156
2164,0.2226
2165,0.02918
2166,0.2731
2167,0.1679
2168,0.08105
2169,0.1956
2170,0.09335
2171,0.003981
2172,0.1403
2173,0.04156
2174,0.2226
2175,0.02918
2176,0.2731
2177,0.1679
2178,0.08105
2179,0.1956
2180,0.09335
2181,0.3446
2182,0.2286
2183,0.04181
2184,0.03968
2185,0.3904
2186,0.04671
2187,0.1784
2188,0.06297
2189,0.2083
2190,0.07296
2191,0.3446
2192,0.2286
2193,0.04181
2194,0.03968
2195,0.3904
2196,0.04671
2197,0.1784
2198,0.06297
2199,0.2083
2200,0.07296
2201,0.1729
2202,0.08034
2203,0.003888
2204,0.1631
2205,0.00175
2206,0.01644
2207,0.1044
2208,0.006174
2209,0.2026
2210,0.2979
2211,0.1729
2212,0.08034
2213,0.003888
2214,0.1631
2215,0.00175
2216,0.01644
2217,0.1044
2218,0.006174
2219,0.2026
2220,0.2979
2221,0.008825
2222,0.08213
2223,0.07991
2224,0.01142
2225,0.2709
2226,0.2776
2227,0.08945
2228,0.1388
2229,0.007412
2230,0.1218
2231,0.008825
2232,0.08213
2233,0.07991
2234,0.01142
2235,0.2709
2236,0.2776
2237,0.08945
2238,0.1388
2239,0.007412
2240,0.1218
2241,0.06723
2242,0.1944
2243,0.1218
2244,0.1282
2245,0.298
2246,0.04466
2247,0.1714
2248,0.08407
2249,0.1084
2250,0.2301
2251,0.06723
2252,0.1944
2253,0.1218
2254,0.1282
2255,0.298
2256,0.04466
2257,0.1714
2258,0.08407
2259,0.1084
2260,0.2301
2261,0.03973
2262,0.1812
2263,0.03384
2264,0.1581
2265,0.3979
2266,0.02229
2267,0.09717
2268,0.06103
2269,0.1921
2270,0.05596
2271,0.03973
2272,0.1812
2273,0.03384
2274,0.1581
2275,0.3979
2276,0.02229
2277,0.09717
2278,0.06103
2279,0.1921
2280,0.05596
2281,0.06215
2282,0.09962
2283,0.009577
2284,0.06175
2285,0.08165
2286,0.1442
2287,0.05047
2288,0.09294
2289,0.03394
2290,0.1667
2291,0.06215
2292,0.09962
2293,0.009577
2294,0.06175
2295,0.08165
2296,0.1442
2297,0.05047
2298,0.09294
2299,0.03394
2300,0.1667
2301,0.1819
2302,0.04017
2303,0.08216
2304,0.1908
2305,0.3435
2306,0.01673
2307,0.08246
2308,0.02696
2309,0.2318
2310,0.1197
2311,0.1819
2312,0.04017
2313,0.08216
2314,0.1908
2315,0.3435
2316,0.01673
2317,0.08246
2318,0.02696
2319,0.2318
2320,0.1197
2321,0.0367
2322,0.0451
2323,0.1493
2324,0.06338
2325,0.1929
2326,0.1066
2327,0.1074
2328,0.07169
2329,0.3098
2330,0.01315
2331,0.0367
2332,0.0451
2333,0.1493
2334,0.06338
2335,0.1929
2336,0.1066
2337,0.1074
2338,0.07169
2339,0.3098
2340,0.01315
2341,0.01429
2342,0.09287
2343,0.04688
2344,0.1415
2345,0.1493
2346,0.249
2347,0.1082
2348,0.2874
2349,0.1408
2350,0.106
2351,0.01429
2352,0.09287
2353,0.04688
2354,0.1415
2355,0.1493
2356,0.249
2357,0.1082
2358,0.2874
2359,0.1408
2360,0.106
2361,0.4758
2362,0.01419
2363,0.1454
2364,0.00142
2365,0.06722
2366,0.01895
2367,0.03283
2368,0.3479
2369,0.02156
2370,0.02582
2371,0.4758
2372,0.01419
2373,0.1454
2374,0.00142
2375,0.06722
2376,0.01895
2377,0.03283
2378,0.3479
2379,0.02156
2380,0.02582
2381,0.06469
2382,0.2
2383,0.01899
2384,0.04139
2385,0.1209
2386,0.1292
2387,0.2306
2388,0.0751
2389,0.1059
2390,0.009781
2391,0.06469
2392,0.2
2393,0.01899
2394,0.04139
2395,0.1209
2396,0.1292
2397,0.2306
2398,0.0751
2399,0.1059
2400,0.009781
2401,0.258
2402,0.2238
2403,0.2942
2404,0.1696
2405,0.05264
2406,0.0894
2407,0.1077
2408,0.03927
2409,0.1304
2410,0.1462
2411,0.258
2412,0.2238
2413,0.2942
2414,0.1696
2415,0.05264
2416,0.0894
2417,0.1077
2418,0.03927
2419,0.1304
2420,0.1462
2421,0.0725
2422,0.1044
2423,0.1624
2424,0.2412
2425,0.2268
2426,0.1058
2427,0.2025
2428,0.148
2429,0.1988
2430,0.0923
2431,0.0725
2432,0.1044
2433,0.1624
2434,0.2412
2435,0.2268
2436,0.1058
2437,0.2025
2438,0.148
2439,0.1988
2440,0.0923
2441,0.4308
2442,0.3632
2443,0.1269
2444,0.092
2445,0.2282
2446,0.192
2447,0.2629
2448,0.1286
2449,0.2245
2450,0.1086
2451,0.4308
2452,0.3632
2453,0.1269
2454,0.092
2455,0.2282
2456,0.192
2457,0.2629
2458,0.1286
2459,0.2245
2460,0.1086
2461,0.2572
2462,0.07892
2463,0.2199
2464,0.009295
2465,0.1201
2466,0.001597
2467,0.1536
2468,0.1324
2469,0.2451
2470,0.05934
2471,0.2572
2472,0.07892
2473,0.2199
2474,0.009295
2475,0.1201
2476,0.001597
2477,0.1536
2478,0.1324
2479,0.2451
2480,0.05934
2481,0.1748
2482,0.1592
2483,0.03088
2484,0.02975
2485,0.08731
2486,0.1967
2487,0.02739
2488,0.2199
2489,0.1582
2490,0.2006
2491,0.1748
2492,0.1592
2493,0.03088
2494,0.02975
2495,0.08731
2496,0.1967
2497,0.02739
2498,0.2199
2499,0.1582
2500,0.2006
2501,0.1377
2502,0.05287
2503,0.009158
2504,0.2626
2505,0.1234
2506,0.007962
2507,0.2298
2508,0.2798
2509,0.02414
2510,0.02611
2511,0.1377
2512,0.05287
2513,0.009158
2514,0.2626
2515,0.1234
2516,0.007962
2517,0.2298
2518,0.2798
2519,0.02414
2520,0.02611
2521,0.1834
2522,0.03595
2523,0.05726
2524,0.0943
2525,0.2522
2526,0.1135
2527,0.1153
2528,0.1584
2529,0.3227
2530,0.3123
2531,0.1834
2532,0.03595
2533,0.05726
2534,0.0943
2535,0.2522
2536,0.1135
2537,0.1153
2538,0.1584
2539,0.3227
2540,0.3123
2541,0.2772
2542,0.3301
2543,0.04929
2544,0.2687
2545,0.1857
2546,0.07743
2547,0.00139
2548,0.00728
2549,0.2231
2550,0.01958
2551,0.2772
2552,0.3301
2553,0.04929
2554,0.2687
2555,0.1857
2556,0.07743
2557,0.00139
2558,0.00728
2559,0.2231
2560,0.01958
2561,0.4112
2562,0.2272
2563,0.06377
2564,0.116
2565,0.02684
2566,0.1337
2567,0.2003
2568,0.002989
2569,0.1068
2570,0.1448
2571,0.4112
2572,0.2272
2573,0.06377
2574,0.116
2575,0.02684
2576,0.1337
2577,0.2003
2578,0.002989
2579,0.1068
2580,0.1448
2581,0.2375
2582,0.111
2583,0.01773
2584,0.04672
2585,0.3419
2586,0.01275
2587,0.1674
2588,0.09928
2589,0.01595
2590,0.02191
2591,0.2375
2592,0.111
2593,0.01773
2594,0.04672
2595,0.3419
2596,0.01275
2597,0.1674
2598,0.09928
2599,0.01595
2600,0.02191
2601,0.03505
2602,0.2146
2603,0.02329
2604,0.005349
2605,0.1165
2606,0.2787
2607,0.03463
2608,0.1129
2609,0.06204
2610,0.1002
2611,0.03505
2612,0.2146
2613,0.02329
2614,0.005349
2615,0.1165
2616,0.2787
2617,0.03463
2618,0.1129
2619,0.06204
2620,0.1002
2621,0.04464
2622,0.04394
2623,0.01738
2624,0.006564
2625,0.04942
2626,0.3459
2627,0.2018
2628,0.3248
2629,0.3216
2630,0.0437
2631,0.04464
2632,0.04394
2633,0.01738
2634,0.006564
2635,0.04942
2636,0.3459
2637,0.2018
2638,0.3248
2639,0.3216
2640,0.0437
2641,0.04921
2642,0.0001177
2643,0.4465
2644,0.2198
2645,0.05443
2646,0.3956
2647,0.06916
2648,0.1184
2649,0.1902
2650,0.04758
2651,0.04921
2652,0.0001177
2653,0.4465
2654,0.2198
2655,0.05443
2656,0.3956
2657,0.06916
2658,0.1184
2659,0.1902
2660,0.04758
2661,0.2866
2662,0.09676
2663,0.1236
2664,0.07728
2665,0.1067
2666,0.1135
2667,0.1629
2668,0.1205
2669,0.1356
2670,0.0143
2671,0.2866
2672,0.09676
2673,0.1236
2674,0.07728
2675,0.1067
2676,0.1135
2677,0.1629
2678,0.1205
2679,0.1356
2680,0.0143
2681,0.06687
2682,0.1893
2683,0.171
2684,0.00676
2685,0.01788
2686,0.05026
2687,0.1974
2688,0.2803
2689,0.01367
2690,0.02659
2691,0.06687
2692,0.1893
2693,0.171
2694,0.00676
2695,0.01788
2696,0.05026
2697,0.1974
2698,0.2803
2699,0.01367
2700,0.02659
2701,0.09916
2702,0.0005778
2703,0.1149
2704,0.3921
2705,0.09195
2706,0.2055
2707,0.1751
2708,0.03742
2709,0.03592
2710,0.09934
2711,0.09916
2712,0.0005778
2713,0.1149
2714,0.3921
2715,0.09195
2716,0.2055
2717,0.1751
2718,0.03742
2719,0.03592
2720,0.09934
2721,0.324
2722,0.2734
2723,0.3173
2724,0.1544
2725,0.1698
2726,0.2994
2727,0.001212
2728,0.1446
2729,0.006173
2730,0.1158
2731,0.324
2732,0.2734
2733,0.3173
2734,0.1544
2735,0.1698
2736,0.2994
2737,0.001212
2738,0.1446
2739,0.006173
2740,0.1158
2741,0.03274
2742,0.03747
2743,0.06693
2744,0.321
2745,0.03854
2746,0.07796
2747,0.02243
2748,0.09058
2749,0.006313
2750,0.06908
2751,0.03274
2752,0.03747
2753,0.06693
2754,0.321
2755,0.03854
2756,0.07796
2757,0.02243
2758,0.09058
2759,0.006313
2760,0.06908
2761,0.07382
2762,0.06786
2763,0.265
2764,0.2272
2765,0.005976
2766,0.08825
2767,0.04356
2768,0.022
2769,0.06223
2770,0.1348
2771,0.07382
2772,0.06786
2773,0.265
2774,0.2272
2775,0.005976
2776,0.08825
2777,0.04356
2778,0.022
2779,0.06223
2780,0.1348
2781,0.2235
2782,0.0515
2783,0.01693
2784,0.08255
2785,0.01447
2786,0.07264
2787,0.2322
2788,0.2348
2789,0.2147
2790,0.1061
2791,0.2235
2792,0.0515
2793,0.01693
2794,0.08255
2795,0.01447
2796,0.07264
2797,0.2322
2798,0.2348
2799,0.2147
2800,0.1061
2801,0.1018
2802,0.0306
2803,0.06259
2804,0.09189
2805,0.09497
2806,0.3295
2807,0.1011
2808,0.0771
2809,0.03522
2810,0.1296
2811,0.1018
2812,0.0306
2813,0.06259
2814,0.09189
2815,0.09497
2816,0.3295
2817,0.1011
2818,0.0771
2819,0.03522
2820,0.1296
2821,0.1333
2822,0.102
2823,0.09696
2824,0.2461
2825,0.08036
2826,0.02889
2827,0.1764
2828,0.02451
2829,0.104
2830,0.1456
2831,0.1333
2832,0.102
2833,0.09696
2834,0.2461
2835,0.08036
2836,0.02889
2837,0.1764
2838,0.02451
2839,0.104
2840,0.1456
2841,0.07426
2842,0.3042
2843,0.06803
2844,0.09802
2845,0.03571
2846,0.1582
2847,0.3657
2848,0.008119
2849,0.1002
2850,0.16
2851,0.07426
2852,0.3042
2853,0.06803
2854,0.09802
2855,0.03571
2856,0.1582
2857,0.3657
2858,0.008119
2859,0.1002
2860,0.16
2861,0.01344
2862,0.1422
2863,0.1103
2864,0.1287
2865,0.03504
2866,0.1633
2867,0.2973
2868,0.02096
2869,0.1422
2870,0.04779
2871,0.01344
2872,0.1422
2873,0.1103
2874,0.1287
2875,0.03504
2876,0.1633
2877,0.2973
2878,0.02096
2879,0.1422
2880,0.04779
2881,0.1758
2882,0.118
2883,0.2034
2884,0.08917
2885,0.02297
2886,0.2685
2887,0.1644
2888,0.05178
2889,0.1662
2890,0.08371
2891,0.1758
2892,0.118
2893,0.2034
2894,0.08917
2895,0.02297
2896,0.2685
2897,0.1644
2898,0.05178
2899,0.1662
2900,0.08371
2901,0.0915
2902,0.2378
2903,0.1598
2904,0.1333
2905,0.005457
2906,0.04297
2907,0.2322
2908,0.2514
2909,0.04627
2910,0.2676
2911,0.0915
2912,0.2378
2913,0.1598
2914,0.1333
2915,0.005457
2916,0.04297
2917,0.2322
2918,0.2514
2919,0.04627
2920,0.2676
2921,0.03156
2922,0.1044
2923,0.1587
2924,0.1777
2925,0.0384
2926,0.009485
2927,0.1137
2928,0.1639
2929,0.06904
2930,0.2024
2931,0.03156
2932,0.1044
2933,0.1587
2934,0.1777
2935,0.0384
2936,0.009485
2937,0.1137
2938,0.1639
2939,0.06904
2940,0.2024
2941,0.09517
2942,0.111
2943,0.145
2944,0.1674
2945,0.1883
2946,0.06598
2947,0.0418
2948,0.2045
2949,0.01603
2950,0.06405
2951,0.09517
2952,0.111
2953,0.145
2954,0.1674
2955,0.1883
2956,0.06598
2957,0.0418
2958,0.2045
2959,0.01603
2960,0.06405
2961,0.03238
2962,0.1438
2963,0.07242
2964,0.1763
2965,0.2023
2966,0.1359
2967,0.2883
2968,0.09336
2969,0.2076
2970,0.03064
2971,0.03238
2972,0.1438
2973,0.07242
2974,0.1763
2975,0.2023
2976,0.1359
2977,0.2883
2978,0.09336
2979,0.2076
2980,0.03064
2981,0.001516
2982,0.3513
2983,0.08905
2984,0.1585
2985,0.02816
2986,0.05575
2987,0.05197
2988,0.07017
2989,0.1791
2990,0.07132
2991,0.001516
2992,0.3513
2993,0.08905
2994,0.1585
2995,0.02816
2996,0.05575
2997,0.05197
2998,0.07017
2999,0.1791
3000,0.07132
3001,0.2256
3002,0.1023
3003,0.1176
3004,0.1493
3005,0.09843
3006,0.07969
3007,0.03358
3008,0.0919
3009,0.3595
3010,0.2596
3011,0.2256
3012,0.1023
3013,0.1176
3014,0.1493
3015,0.09843
3016,0.07969
3017,0.03358
3018,0.0919
3019,0.3595
3020,0.2596
3021,0.0065
3022,0.3016
3023,0.2058
3024,0.09411
3025,0.03952
3026,0.147
3027,0.213
3028,0.182
3029,0.06854
3030,0.3542
3031,0.0065
3032,0.3016
3033,0.2058
3034,0.09411
3035,0.03952
3036,0.147
3037,0.213
3038,0.182
3039,0.06854
3040,0.3542
3041,0.1007
3042,0.1244
3043,0.2217
3044,0.02072
3045,0.04834
3046,0.03296
3047,0.3621
3048,0.02722
3049,0.2741
3050,0.1949
3051,0.1007
3052,0.1244
3053,0.2217
3054,0.02072
3055,0.04834
3056,0.03296
3057,0.3621
3058,0.02722
3059,0.2741
3060,0.1949
3061,0.06975
3062,0.1414
3063,0.0713
3064,0.4086
3065,0.01832
3066,0.2128
3067,0.04186
3068,0.006787
3069,0.08423
3070,0.1045
3071,0.06975
3072,0.1414
3073,0.0713
3074,0.4086
3075,0.01832
3076,0.2128
3077,0.04186
3078,0.006787
3079,0.08423
3080,0.1045
3081,0.2019
3082,0.1568
3083,0.4796
3084,0.05491
3085,0.07475
3086,0.1904
3087,0.2624
3088,0.3144
3089,0.1131
3090,0.04518
3091,0.2019
3092,0.1568
3093,0.4796
3094,0.05491
3095,0.07475
3096,0.1904
3097,0.2624
3098,0.3144
3099,0.1131
3100,0.04518
3101,0.1841
3102,0.2774
3103,0.3132
3104,0.07468
3105,0.01724
3106,0.1628
3107,0.1539
3108,0.3041
3109,0.161
3110,0.2172
3111,0.1841
3112,0.2774
3113,0.3132
3114,0.07468
3115,0.01724
3116,0.1628
3117,0.1539
3118,0.3041
3119,0.161
3120,0.2172
3121,0.1724
3122,0.09476
3123,0.007052
3124,0.03428
3125,0.1059
3126,0.1197
3127,0.1342
3128,0.008845
3129,0.08398
3130,0.05067
3131,0.1724
3132,0.09476
3133,0.007052
3134,0.03428
3135,0.1059
3136,0.1197
3137,0.1342
3138,0.008845
3139,0.08398
3140,0.05067
3141,0.177
3142,0.2532
3143,0.1381
3144,0.1108
3145,0.002513
3146,0.09538
3147,0.1031
3148,0.1126
3149,0.04617
3150,0.1722
3151,0.177
3152,0.2532
3153,0.1381
3154,0.1108
3155,0.002513
3156,0.09538
3157,0.1031
3158,0.1126
3159,0.04617
3160,0.1722
3161,0.0785
3162,0.468
3163,0.1412
3164,0.01454
3165,0.2409
3166,0.2266
3167,0.06698
3168,0.1356
3169,0.1607
3170,0.0958
3171,0.0785
3172,0.468
3173,0.1412
3174,0.01454
3175,0.2409
3176,0.2266
3177,0.06698
3178,0.1356
3179,0.1607
3180,0.0958
3181,0.1715
3182,0.08939
3183,0.3641
3184,0.4096
3185,0.01659
3186,0.2873
3187,0.2946
3188,0.274
3189,0.4015
3190,0.06624
3191,0.1715
3192,0.08939
3193,0.3641
3194,0.4096
3195,0.01659
3196,0.2873
3197,0.2946
3198,0.274
3199,0.4015
3200,0.06624
3201,0.2009
3202,0.1404
3203,0.1089
3204,0.1425
3205,0.198
3206,0.1149
3207,0.009804
3208,0.1892
3209,0.291
3210,0.1206
3211,0.2009
3212,0.1404
3213,0.1089
3214,0.1425
3215,0.198
3216,0.1149
3217,0.009804
3218,0.1892
3219,0.291
3220,0.1206
3221,0.2203
3222,0.04564
3223,0.09504
3224,0.2688
3225,0.0008787
3226,0.1055
3227,0.2054
3228,0.2715
3229,0.1489
3230,0.145
3231,0.2203
3232,0.04564
3233,0.09504
3234,0.2688
3235,0.0008787
3236,0.1055
3237,0.2054
3238,0.2715
3239,0.1489
3240,0.145
3241,0.1061
3242,0.1835
3243,0.06954
3244,0.2524
3245,0.1828
3246,0.1303
3247,0.03206
3248,0.1202
3249,0.245
3250,0.1118
3251,0.1061
3252,0.1835
3253,0.06954
3254,0.2524
3255,0.1828
3256,0.1303
3257,0.03206
3258,0.1202
3259,0.245
3260,0.1118
3261,0.04358
3262,0.1699
3263,0.4086
3264,0.391
3265,0.02847
3266,0.208
3267,0.1651
3268,0.153
3269,0.157
3270,0.101
3271,0.04358
3272,0.1699
3273,0.4086
3274,0.391
3275,0.02847
3276,0.208
3277,0.1651
3278,0.153
3279,0.157
3280,0.101
3281,0.1939
3282,0.1088
3283,0.24
3284,0.07985
3285,0.08878
3286,0.1909
3287,0.06457
3288,0.1258
3289,0.06106
3290,0.3279
3291,0.1939
3292,0.1088
3293,0.24
3294,0.07985
3295,0.08878
3296,0.1909
3297,0.06457
3298,0.1258
3299,0.06106
3300,0.3279
3301,0.02879
3302,0.122
3303,0.1201
3304,0.08
3305,0.08232
3306,0.3234
3307,0.02923
3308,0.08729
3309,0.07077
3310,0.3746
3311,0.02879
3312,0.122
3313,0.1201
3314,0.08
3315,0.08232
3316,0.3234
3317,0.02923
3318,0.08729
3319,0.07077
3320,0.3746
3321,0.3571
3322,0.3388
3323,0.01928
3324,0.2387
3325,0.0662
3326,0.03198
3327,0.048
3328,0.2048
3329,0.04178
3330,0.216
3331,0.3571
3332,0.3388
3333,0.01928
3334,0.2387
3335,0.0662
3336,0.03198
3337,0.048
3338,0.2048
3339,0.04178
3340,0.216
3341,0.07372
3342,0.1154
3343,0.03692
3344,0.1006
3345,0.071
3346,0.1873
3347,0.1125
3348,0.04089
3349,0.1446
3350,0.2475
3351,0.07372
3352,0.1154
3353,0.03692
3354,0.1006
3355,0.071
3356,0.1873
3357,0.1125
3358,0.04089
3359,0.1446
3360,0.2475
3361,0.1895
3362,0.08552
3363,0.2135
3364,0.1647
3365,0.1865
3366,0.4106
3367,0.2856
3368,0.1644
3369,0.06372
3370,0.1391
3371,0.1895
3372,0.08552
3373,0.2135
3374,0.1647
3375,0.1865
3376,0.4106
3377,0.2856
3378,0.1644
3379,0.06372
3380,0.1391
3381,0.2392
3382,0.0156
3383,0.01733
3384,0.07697
3385,0.06004
3386,0.1727
3387,0.1009
3388,0.2944
3389,0.08786
3390,0.06542
3391,0.2392
3392,0.0156
3393,0.01733
3394,0.07697
3395,0.06004
3396,0.1727
3397,0.1009
3398,0.2944
3399,0.08786
3400,0.06542
3401,0.2777
3402,0.07407
3403,0.2259
3404,0.03208
3405,0.4203
3406,0.1144
3407,0.2295
3408,0.2005
3409,0.1006
3410,0.001021
3411,0.2777
3412,0.07407
3413,0.2259
3414,0.03208
3415,0.4203
3416,0.1144
3417,0.2295
3418,0.2005
3419,0.1006
3420,0.001021
3421,0.2034
3422,0.3447
3423,0.1701
3424,0.1643
3425,0.04923
3426,0.04214
3427,0.06826
3428,0.1471
3429,0.008015
3430,0.09625
3431,0.2034
3432,0.3447
3433,0.1701
3434,0.1643
3435,0.04923
3436,0.04214
3437,0.06826
3438,0.1471
3439,0.008015
3440,0.09625
3441,0.1337
3442,0.1207
3443,0.082
3444,0.1511
3445,0.07853
3446,0.2262
3447,0.05534
3448,0.06571
3449,0.1315
3450,0.05498
3451,0.1337
3452,0.1207
3453,0.082
3454,0.1511
3455,0.07853
3456,0.2262
3457,0.05534
3458,0.06571
3459,0.1315
3460,0.05498
3461,0.09125
3462,0.1999
3463,0.06991
3464,0.2963
3465,0.1674
3466,0.1078
3467,0.007857
3468,0.4225
3469,0.08752
3470,0.02688
3471,0.09125
3472,0.1999
3473,0.06991
3474,0.2963
3475,0.1674
3476,0.1078
3477,0.007857
3478,0.4225
3479,0.08752
3480,0.02688
3481,0.1616
3482,0.2421
3483,0.09149
3484,0.1945
3485,0.01367
3486,0.1761
3487,0.2673
3488,0.2499
3489,0.09284
3490,0.1019
3491,0.1616
3492,0.2421
3493,0.09149
3494,0.1945
3495,0.01367
3496,0.1761
3497,0.2673
3498,0.2499
3499,0.09284
3500,0.1019
3501,0.006531
3502,0.0822
3503,0.2501
3504,0.1018
3505,0.1593
3506,0.1837
3507,0.1065
3508,0.1843
3509,0.0945
3510,0.09867
3511,0.006531
3512,0.0822
3513,0.2501
3514,0.1018
3515,0.1593
3516,0.1837
3517,0.1065
3518,0.1843
3519,0.0945
3520,0.09867
3521,0.0695
3522,0.02908
3523,0.1551
3524,0.1034
3525,0.01568
3526,0.0577
3527,0.03306
3528,0.07417
3529,0.1631
3530,0.2039
3531,0.0695
3532,0.02908
3533,0.1551
3534,0.1034
3535,0.01568
3536,0.0577
3537,0.03306
3538,0.07417
3539,0.1631
3540,0.2039
3541,0.3596
3542,0.06153
3543,0.07407
3544,0.3013
3545,0.03292
3546,0.206
3547,0.04919
3548,0.05751
3549,0.1798
3550,0.2544
3551,0.3596
3552,0.06153
3553,0.07407
3554,0.3013
3555,0.03292
3556,0.206
3557,0.04919
3558,0.05751
3559,0.1798
3560,0.2544
3561,0.01083
3562,0.05396
3563,0.1219
3564,0.4475
3565,0.003636
3566,0.4354
3567,0.2244
3568,0.02009
3569,0.1119
3570,0.004955
3571,0.01083
3572,0.05396
3573,0.1219
3574,0.4475
3575,0.003636
3576,0.4354
3577,0.2244
3578,0.02009
3579,0.1119
3580,0.004955
3581,0.1262
3582,0.1407
3583,0.2648
3584,0.1923
3585,0.1316
3586,0.04354
3587,0.1525
3588,0.07167
3589,0.2574
3590,0.1412
3591,0.1262
3592,0.1407
3593,0.2648
3594,0.1923
3595,0.1316
3596,0.04354
3597,0.1525
3598,0.07167
3599,0.2574
3600,0.1412
3601,0.3053
3602,0.2025
3603,0.155
3604,0.1026
3605,0.1041
3606,0.1408
3607,0.3381
3608,0.1863
3609,0.2254
3610,0.007051
3611,0.3053
3612,0.2025
3613,0.155
3614,0.1026
3615,0.1041
3616,0.1408
3617,0.3381
3618,0.1863
3619,0.2254
3620,0.007051
3621,0.4596
3622,0.293
3623,0.07213
3624,0.0525
3625,0.05848
3626,0.1563
3627,0.2363
3628,0.2333
3629,0.3096
3630,0.1084
3631,0.4596
3632,0.293
3633,0.07213
3634,0.0525
3635,0.05848
3636,0.1563
3637,0.2363
3638,0.2333
3639,0.3096
3640,0.1084
3641,0.1006
3642,0.2073
3643,0.2224
3644,0.2897
3645,0.167
3646,0.2374
3647,0.02709
3648,0.1441
3649,0.3204
